subj_id,Duration,condition,A,B,C,D,E,F,notA,notB,notC,notD,notE,notF,BgA,BgnotA,CgB,CgnotB,DgB,DgnotB,EgB,EgnotB,FgA,FgnotA,check77,Gov_Subsidies,Energy_tax,Coal_Regulations,Solar_subsidy,Business_tax,Gas_tax,Gas_guzzler,Fuel_efficiency,quiz1,quiz2,quiz3,quiz4,quiz5,self_understanding
41605d40e536f8d55c68ce0175332d4b,547,control,10,80,90,85,85,75,75,20,15,10,15,25,25,90,80,45,85,25,80,30,20,85,77,Definitely yes,Probably yes,Probably no,Probably yes,Probably no,Definitely no,Definitely no,Definitely no,ultraviolet; visible,"Carbon dioxide,Methane",reflect visible light energy back toward earth,TRUE,makes the atmosphere more dense and thereby provides more insulation and heat retention,Moderately well
05481f178a2316e4937c5d21b29fb402,537,intervention,0,44,35,45,55,34,45,5,15,1,1,10,20,43,55,25,55,40,55,40,15,45,77,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,visible; infrared,Methane,allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Slightly well
7f83e40f800c22ddee4b76f6f0217da2,666,intervention,1,10,5,75,85,3,85,10,7,3,10,2,1,10,25,3,80,70,80,20,1,6,77,Probably yes,Probably yes,Probably no,Probably no,Probably yes,Probably no,Probably no,Probably yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
bdc75e689c7fbbe686fde4353e8ddc03,763,control,5,100,90,90,90,90,90,10,10,10,10,10,25,100,90,10,90,25,90,60,70,90,77,Definitely yes,Probably yes,Probably yes,Probably yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,infrared; ultraviolet,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Very well
530e988d74a1902a00743a1c1a3fb193,784,control,5,65,30,50,80,35,90,15,35,25,25,75,35,80,50,15,80,30,80,20,15,70,77,Definitely yes,Probably no,Probably yes,Definitely yes,Probably yes,Probably no,Probably yes,Definitely yes,visible; infrared,"Carbon dioxide,Methane",reflect visible light energy back toward earth,FALSE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Moderately well
6e0605842662ec879a0766ca7cd308e8,541,intervention,12,67,17,88,77,42,72,35,55,7,2,21,42,88,36,33,88,42,92,56,22,55,77,Probably yes,Definitely yes,Probably yes,Probably yes,Definitely yes,Probably no,Probably yes,Probably yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Moderately well
d394a6fa93293d337a087c7384bfb138,769,intervention,50,61,65,87,64,57,36,78,79,56,75,57,49,67,65,62,50,57,60,69,59,46,80,Probably yes,Probably no,Probably no,Probably yes,Probably no,Probably yes,Definitely yes,Probably yes,ultraviolet; visible,"Oxygen,Nitrogen",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Very well
4405d08748c9a611b1d9402ff0ec4f0e,370,control,10,60,40,60,70,40,60,30,30,20,20,30,20,50,50,30,60,30,70,40,10,40,77,Definitely yes,Definitely yes,Probably no,Probably yes,Definitely yes,Probably yes,Probably yes,Probably yes,visible; infrared,"Methane,Nitrogen",allow infrared light to pass through but reflect visible light,TRUE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Moderately well
fa8be1ea407ad7f373b670d2c4fb2fdb,659,control,50,50,65,55,65,50,65,50,40,40,40,30,25,65,65,30,65,35,75,50,25,65,77,Definitely yes,Probably yes,Probably yes,Definitely yes,Probably yes,Probably yes,Probably yes,Definitely yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
4209b8b3a779209ef0b9cbefb36adb43,506,intervention,9,50,8,28,25,15,50,21,10,80,80,85,5,59,25,20,51,10,15,10,10,20,77,Probably yes,Probably no,Probably no,Probably no,Probably no,Probably yes,Probably no,Probably no,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Slightly well
d1dc0ea9ca6cba96516924132f0a2671,963,intervention,20,50,55,45,35,60,55,30,24,20,22,20,22,60,55,35,45,50,60,25,15,50,77,Probably yes,Definitely yes,Probably yes,Probably yes,Probably yes,Probably no,Probably yes,Probably yes,infrared; ultraviolet,"Carbon dioxide,Methane,Nitrogen",allow visible light to pass through but absorb infrared light,FALSE,means that infrared light coming from the sun is allowed to pass through the atmosphere and warm the earth,Moderately well
e4cbd0a8b33a6cb0f6a3fc391b33f173,387,control,1,95,99,100,100,85,99,1,1,0,1,1,75,100,100,85,100,85,100,25,80,95,77,Definitely yes,Probably no,Probably no,Probably yes,Definitely no,Definitely yes,Definitely yes,Definitely yes,ultraviolet; visible,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,FALSE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Moderately well
3ece88fd209246993603c50eb18e2080,579,control,40,60,60,60,50,60,60,40,50,50,40,40,30,90,80,30,70,40,80,30,30,70,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably no,Probably no,Definitely yes,Probably yes,infrared; ultraviolet,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,means that infrared light coming from the sun is allowed to pass through the atmosphere and warm the earth,Very well
9420a4a6be3594e5c24835e460f31436,1031,intervention,30,90,75,80,90,75,75,20,30,20,20,30,40,90,90,70,90,70,90,70,60,75,77,Probably yes,Probably yes,Probably yes,Definitely no,Probably yes,Definitely no,Definitely no,Probably yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Extremely well
2ac80a6f81abc43c157e469ca3e2dbce,1063,intervention,30,50,10,80,70,25,60,30,70,20,30,10,40,70,20,10,70,40,60,80,30,15,77,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,infrared; visible,"Carbon dioxide,Methane",reflect visible light energy back toward earth,FALSE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Moderately well
5906370f8aea1650673e57481bfdaf04,748,intervention,5,30,15,70,60,20,5,10,15,10,10,10,15,40,40,15,80,50,50,30,10,20,77,Probably yes,Probably no,Probably no,Probably no,Probably yes,Probably yes,Definitely yes,Probably no,visible; infrared,"Carbon dioxide,Methane",allow infrared light to pass through but reflect visible light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
fb14eddedfb3d6f491ae4142efe966d2,727,intervention,20,85,75,75,80,60,90,25,20,15,10,15,50,90,70,40,90,60,80,50,25,75,77,Probably yes,Definitely yes,Probably yes,Probably yes,Probably no,Probably no,Probably no,Probably yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Very well
faf65ce3e98f9af4b51aa75bce5167b7,764,intervention,20,35,35,55,55,35,40,30,55,30,35,65,30,35,40,25,55,30,60,25,25,45,77,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,visible; infrared,"Carbon dioxide,Methane",allow infrared light to pass through but reflect visible light,TRUE,means that infrared light coming from the sun is allowed to pass through the atmosphere and warm the earth,Not well at all
9f5fd987716100712673c92a7e060ff7,335,control,1,90,85,90,80,40,99,10,1,20,20,60,50,80,90,50,75,50,70,40,20,35,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely no,Definitely yes,Definitely yes,infrared; ultraviolet,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,FALSE,makes the atmosphere more dense and thereby provides more insulation and heat retention,Moderately well
0e3940a7c97fda54f5185378109adf1a,1090,intervention,75,63,35,55,45,34,50,51,60,45,37,75,9,89,57,6,80,30,72,22,5,47,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,makes the atmosphere more dense and thereby provides more insulation and heat retention,Moderately well
fb6cf69b3af01bcd40afa1ede44a5788,734,intervention,20,20,15,30,10,20,30,20,25,20,30,20,30,25,25,35,20,15,30,20,20,20,77,Probably no,Probably yes,Probably no,Probably yes,Probably yes,Probably no,Probably no,Probably yes,visible; infrared,"Carbon dioxide,Oxygen,Methane,Nitrogen",reflect visible light back into space,TRUE,means that infrared light coming from the sun is allowed to pass through the atmosphere and warm the earth,Very well
f9c6c70253ddf7bb67036b21a30e9706,621,intervention,90,50,80,50,50,20,10,50,10,50,50,90,50,50,50,50,50,50,60,50,0,20,77,Probably yes,Definitely no,Definitely no,Definitely yes,Definitely no,Definitely no,Definitely no,Definitely no,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Extremely well
3ccf754467cc6a7d09ca851a36f1efbe,187,control,5,80,80,80,80,70,80,10,15,10,10,15,20,85,80,15,90,25,90,15,25,90,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Definitely no,Probably yes,Probably yes,infrared; ultraviolet,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,means that infrared light coming from the sun is allowed to pass through the atmosphere and warm the earth,Very well
61a9436a23261838d1b3b25436631705,1020,control,25,30,50,85,90,68,85,62,50,20,20,48,20,48,70,50,93,30,90,65,45,65,77,Definitely yes,Probably yes,Probably yes,Probably yes,Definitely yes,Probably no,Definitely yes,Probably yes,infrared; ultraviolet,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,FALSE,makes the atmosphere more dense and thereby provides more insulation and heat retention,Moderately well
0d95ee0748bf0b805e6b2a2835983517,657,intervention,5,95,95,95,95,95,95,5,5,5,5,5,40,90,95,60,95,60,99,95,60,95,77,Definitely yes,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely yes,visible; infrared,"Carbon dioxide,Methane",allow infrared light to pass through but reflect visible light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Very well
7caf3d50fe421c31f35cfb14d8d75e4d,996,control,10,75,50,75,75,50,90,25,50,25,25,50,10,90,50,10,90,25,90,25,10,50,77,Probably yes,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,ultraviolet; visible,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
505d863657994ead0c669e67199a0707,435,intervention,2,6,5,25,15,12,2,18,55,15,35,50,20,18,15,6,12,8,20,12,16,15,77,Probably yes,Probably yes,Definitely yes,Probably yes,Probably yes,Definitely yes,Probably yes,Probably yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,means that infrared light coming from the sun is allowed to pass through the atmosphere and warm the earth,Moderately well
9f527e0ed19dc7df237106c0afc50a9e,394,control,50,95,90,90,70,80,75,50,5,10,25,20,5,97,90,5,90,90,80,30,95,5,77,Definitely yes,Definitely yes,Definitely yes,Probably no,Definitely yes,Probably no,Probably yes,Probably yes,ultraviolet; visible,Carbon dioxide,reflect visible light back into space,FALSE,means that infrared light coming from the sun is allowed to pass through the atmosphere and warm the earth,Moderately well
cb5a8a85bf80b49e8ead1a53ff446769,282,control,5,80,55,60,55,15,80,15,15,10,10,10,10,80,55,20,70,30,64,30,15,35,77,Definitely yes,Definitely yes,Definitely yes,Probably yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,visible; infrared,"Carbon dioxide,Methane,Nitrogen",allow infrared light to pass through but reflect visible light,TRUE,means that infrared light coming from the sun is allowed to pass through the atmosphere and warm the earth,Very well
41c8ccd30b646ed962a7eeddbe7a5710,900,control,1,16,1,16,16,5,68,50,99,84,68,50,16,68,10,1,32,5,68,0,32,32,77,Probably yes,Probably yes,Probably yes,Probably no,Probably no,Probably no,Probably no,Probably no,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,makes the atmosphere more dense and thereby provides more insulation and heat retention,Very well
08dfcb128f7dc23307f263477407c8aa,1158,intervention,10,10,50,25,30,25,50,50,50,65,50,50,10,30,60,25,65,25,60,25,25,50,77,Probably yes,Probably no,Probably yes,Probably no,Probably no,Definitely no,Probably yes,Probably no,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Very well
3fb877cae5bf0e598b0e1f9f1f912d75,437,control,0,100,100,100,100,0,100,0,0,0,0,0,0,100,100,0,100,0,100,50,0,100,77,Probably yes,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,infrared; ultraviolet,"Carbon dioxide,Oxygen,Methane,Nitrogen",allow visible light to pass through but absorb infrared light,TRUE,means that infrared light coming from the sun is allowed to pass through the atmosphere and warm the earth,Moderately well
f0cd215fd6fb02579d387b97afdfe66f,566,intervention,10,75,99,99,99,80,85,20,10,1,10,10,10,99,99,80,99,80,99,60,40,99,77,Definitely yes,Probably no,Probably yes,Probably yes,Probably no,Probably no,Definitely yes,Probably no,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
1e82e6d5823fd580418bfca90e593fbe,910,control,1,50,5,30,25,10,99,50,90,80,75,90,5,50,20,5,50,20,25,15,5,30,77,Probably no,Definitely no,Definitely no,Probably no,Definitely no,Definitely no,Definitely no,Definitely no,ultraviolet; visible,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
c41fe9b9e31ec9e1d452f1dcd90753b9,689,intervention,5,65,70,90,85,20,70,10,10,10,10,15,50,100,90,60,100,70,100,70,10,50,77,Definitely yes,Probably yes,Probably yes,Definitely yes,Definitely yes,Probably no,Probably no,Definitely yes,infrared; visible,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Very well
9ad34295ee612215b89e4e7112723c93,909,control,10,50,60,80,80,68,10,15,20,20,20,8,10,80,80,20,98,8,98,20,10,80,77,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
7ce977ba27d518eef15478690a8bba7c,558,intervention,30,15,15,15,20,20,20,15,14,15,25,30,25,20,34,15,12,50,15,30,16,35,77,Definitely no,Definitely yes,Probably yes,Probably no,Definitely yes,Definitely yes,Probably no,Probably yes,infrared; ultraviolet,"Oxygen,Nitrogen",allow visible light to pass through but absorb infrared light,FALSE,means that infrared light coming from the sun is allowed to pass through the atmosphere and warm the earth,Very well
fcb508170b188357f07b0b81a99e41ce,703,intervention,10,90,90,90,90,90,100,10,10,10,10,10,10,100,0,0,100,0,100,0,10,90,77,Definitely yes,Probably yes,Definitely yes,Probably yes,Probably yes,Definitely no,Probably yes,Definitely yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
1e8c0328d6fbd64d961baa96985c180d,931,intervention,15,90,25,35,50,60,50,8,50,25,50,35,10,80,85,15,75,22,70,30,10,45,77,Definitely yes,Definitely yes,Probably yes,Probably no,Probably yes,Probably yes,Definitely yes,Probably no,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Very well
27763554ef881ad58f2bd01b01bd6598,586,control,15,85,65,85,90,50,85,15,30,10,10,50,10,95,70,5,90,10,95,10,5,60,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
0a367dc8773c5a1b082b5782cb418019,1163,intervention,20,20,20,20,20,20,50,80,80,80,80,80,20,20,20,20,20,20,20,10,20,20,77,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,makes the atmosphere more dense and thereby provides more insulation and heat retention,Very well
55ff20e8bd0e86998684207797b4d262,342,control,90,65,21,17,15,15,88,29,81,84,80,85,42,70,41,6,23,8,22,10,5,15,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Probably yes,Definitely yes,Definitely yes,ultraviolet; visible,"Carbon dioxide,Methane",reflect visible light energy back toward earth,TRUE,makes the atmosphere more dense and thereby provides more insulation and heat retention,Very well
a502708665d7f923db9acd8187705704,609,intervention,5,30,20,55,60,60,70,60,40,45,45,20,0,40,80,0,90,10,65,5,0,85,77,Definitely yes,Definitely yes,Probably yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,Probably no,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
d7b39b3c27c19e4742c003bb0e54d961,714,intervention,25,85,95,85,85,95,95,5,5,5,5,5,5,99,99,5,99,20,99,85,5,95,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Extremely well
1e07ba1a30061637ce6b893b15a9a7b8,812,control,50,50,50,50,50,50,50,50,50,50,50,50,20,85,90,20,85,50,85,20,20,85,77,Definitely yes,Probably yes,Probably yes,Definitely yes,Probably yes,Probably yes,Definitely yes,Definitely yes,ultraviolet; visible,"Carbon dioxide,Methane,Nitrogen",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Very well
6eea2c67db5d7db1e180ffba47547b57,901,control,0,40,30,50,50,30,90,30,25,0,0,50,0,60,20,50,75,30,75,60,10,60,77,Definitely yes,Probably yes,Probably yes,Probably yes,Definitely no,Probably yes,Definitely yes,Definitely yes,ultraviolet; visible,"Carbon dioxide,Methane,Nitrogen",reflect visible light energy back toward earth,FALSE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Moderately well
897e94b556180ce492aff1967d8555d8,638,intervention,30,50,70,70,80,30,60,20,20,20,40,20,50,90,80,40,80,30,70,60,40,80,77,Definitely yes,Probably yes,Probably yes,Definitely yes,Probably yes,Probably yes,Definitely yes,Definitely yes,visible; infrared,"Carbon dioxide,Methane",reflect visible light energy back toward earth,TRUE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Slightly well
9f38f0a12d58c1c79366a07719337aba,663,control,3,45,10,72,75,30,80,6,42,10,5,28,15,65,47,12,80,22,72,35,3,32,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Probably no,Probably yes,Definitely yes,infrared; visible,"Carbon dioxide,Methane",allow infrared light to pass through but reflect visible light,TRUE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Moderately well
7423ed072dc361ae0a6b154fd59ed087,540,intervention,0,20,20,30,25,15,100,75,80,70,70,80,20,25,20,20,30,30,30,30,15,20,77,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
0ee5cb17abc01a5d18aac03567939685,677,intervention,1,92,85,86,98,85,98,2,20,5,10,20,25,99,97,35,95,60,96,65,50,89,77,Definitely yes,Definitely yes,Definitely yes,Probably yes,Probably yes,Probably yes,Probably no,Definitely no,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Very well
cffb8cab0baefa5b05b3a1d4e154f788,533,intervention,22,89,90,90,99,89,89,89,20,78,29,89,89,79,80,89,89,80,90,89,80,89,77,Probably yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Probably yes,Definitely yes,visible; infrared,"Carbon dioxide,Methane",reflect visible light energy back toward earth,TRUE,means that infrared light coming from the sun is allowed to pass through the atmosphere and warm the earth,Slightly well
e5d0c52c5066f9d6c7392f961af780af,1123,control,20,80,75,75,80,60,90,15,50,10,20,60,75,85,80,65,95,65,90,70,60,80,77,Definitely yes,Probably no,Probably no,Probably no,Probably no,Definitely no,Probably yes,Probably yes,visible; infrared,Carbon dioxide,allow infrared light to pass through but reflect visible light,TRUE,means that infrared light coming from the sun is allowed to pass through the atmosphere and warm the earth,Moderately well
902eab284065bfdaabadf796b7fb659e,772,intervention,40,50,40,60,50,50,50,50,50,20,10,50,60,70,60,10,50,20,80,30,20,80,70,Probably yes,Probably yes,Probably yes,Probably yes,Probably no,Probably no,Probably yes,Probably yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Very well
19d9525c60fb7b77b2de23ec907a75a7,1232,control,30,60,30,40,50,50,60,50,50,40,50,25,20,60,45,20,55,50,60,50,15,60,77,Definitely yes,Probably yes,Probably yes,Probably yes,Probably no,Probably no,Definitely yes,Probably yes,visible; infrared,"Carbon dioxide,Methane",reflect visible light energy back toward earth,FALSE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Not well at all
5917c5b0346cb91d30b177003b382732,536,intervention,80,68,60,55,56,89,78,77,60,87,66,77,78,89,78,67,56,66,87,67,89,66,77,Definitely yes,Probably yes,Definitely yes,Probably no,Definitely yes,Probably yes,Definitely yes,Definitely yes,visible; infrared,"Carbon dioxide,Oxygen,Nitrogen",reflect visible light energy back toward earth,TRUE,means that infrared light coming from the sun is allowed to pass through the atmosphere and warm the earth,Extremely well
bce000144d7b868ce24a91068607ae6a,539,intervention,1,97,98,99,98,90,98,2,2,2,2,10,80,99,99,80,99,97,99,95,40,85,77,Definitely yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Probably yes,Probably yes,Definitely yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Very well
2921ff1366e8746bba33a1f639774efb,611,control,35,50,40,45,60,35,75,50,60,65,45,65,5,25,45,20,70,45,70,35,15,40,75,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably no,Definitely yes,Probably yes,infrared; ultraviolet,"Carbon dioxide,Methane",reflect visible light energy back toward earth,TRUE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Moderately well
fe20d0c4b50d88752a51a7d7487e95a7,1111,intervention,15,90,95,90,90,80,75,25,20,10,5,20,65,85,95,70,95,70,95,65,60,80,77,Definitely yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Slightly well
95309b55fd91f61a09724a208aaa0bfd,419,control,10,50,30,70,80,40,70,25,50,30,20,60,30,80,35,20,80,30,80,40,20,50,77,Probably yes,Probably no,Probably no,Probably no,Probably yes,Probably no,Definitely yes,Definitely yes,visible; infrared,"Carbon dioxide,Methane,Nitrogen",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Slightly well
2aa5a9495cd337e84f492cb7dae75020,1103,intervention,15,25,30,30,20,10,30,30,30,20,15,10,25,10,20,35,30,25,25,30,20,45,77,Probably yes,Probably yes,Probably yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,ultraviolet; visible,"Oxygen,Nitrogen",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Very well
2381349327654991348d7643342f1170,480,intervention,0,100,96,100,100,90,100,0,1,1,1,2,20,99,96,5,100,96,100,96,50,90,77,Definitely yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,Definitely no,Definitely yes,Definitely yes,ultraviolet; visible,"Carbon dioxide,Methane",reflect visible light energy back toward earth,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Very well
0d0fb8b8580d55fd296cd36e4c75029d,880,intervention,3,22,7,24,12,4,75,42,90,80,65,82,4,72,12,6,60,9,72,8,2,11,77,Probably yes,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
c4abfbe8b20df7abfe0bb0c90fd1c0e2,778,control,0,100,100,100,100,100,50,0,10,0,0,10,50,99,100,20,100,20,100,25,20,100,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably no,Definitely yes,Definitely yes,visible; infrared,"Carbon dioxide,Methane,Nitrogen",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Very well
7df1dd041230bfbc10cd862c4f30b240,1746,intervention,5,95,95,90,90,90,95,10,5,10,10,10,25,95,95,50,85,25,90,75,50,90,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Very well
32342e02f563fa88db3bcc854df437bf,698,intervention,4,60,60,80,78,55,97,33,35,10,13,29,38,69,70,50,90,60,95,70,20,56,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Probably yes,Probably yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Very well
f621ae763ae9d972a573e7bbefc8c4db,463,control,0,5,5,5,5,2,98,75,95,95,95,98,5,50,2,0,5,2,5,2,0,5,77,Probably no,Probably no,Definitely no,Definitely yes,Definitely no,Definitely no,Definitely no,Definitely no,ultraviolet; visible,"Carbon dioxide,Methane",reflect visible light energy back toward earth,TRUE,makes the atmosphere more dense and thereby provides more insulation and heat retention,Moderately well
64ded692b586d3740accae257c4c7a3b,397,control,77,46,76,66,24,65,53,77,66,34,54,64,43,44,45,46,54,45,53,67,34,46,77,Probably yes,Definitely no,Definitely yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably no,infrared; visible,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
3d051bfd596ffeddc0fa5a66dc8b4742,1264,intervention,10,90,20,100,100,70,100,10,80,0,5,40,20,100,20,20,100,90,100,75,40,80,77,Definitely yes,Definitely yes,Probably yes,Definitely yes,Probably yes,Definitely no,Probably yes,Probably no,visible; infrared,"Carbon dioxide,Methane,Nitrogen",reflect visible light energy back toward earth,TRUE,makes the atmosphere more dense and thereby provides more insulation and heat retention,Very well
