subj_id,Duration,A,B,C,D,E,F,notA,notB,notC,notD,notE,notF,BgA,BgnotA,CgB,CgnotB,DgB,DgnotB,EgB,EgnotB,FgA,FgnotA,check77,Gov_Subsidies,Energy_tax,Coal_Regulations,Solar_subsidy,Business_tax,Gas_tax,Gas_guzzler,Fuel_efficiency,Age,Gender,Race,Education_level,Political_Party,Political_Views,Past_Voting
84a7998a9778c9396298777fb3f70a16,483,0,10,50,60,60,40,90,10,30,0,0,10,0,60,60,10,75,0,75,0,0,40,77,Probably yes,Probably yes,Probably no,Probably yes,Probably no,Definitely no,Probably yes,Probably no,47,Female,Asian,Bachelor’s Degree,Independent,Neither Liberal nor Conservative,Did not vote
043d57a33fd2b7e6b94474b0302db24c,542,1,50,90,90,99,90,99,10,30,10,50,1,10,99,90,50,80,20,99,50,90,90,77,Probably yes,Probably yes,Probably no,Probably yes,Probably no,Probably no,Probably yes,Probably yes,31,Male,White or Caucasian,Master’s Degree,Independent,Slightly Liberal,Third party candidate
eacd31fb4d2b50269ebd28c8ccd3bd70,542,5,67,20,60,60,35,60,5,30,1,10,10,5,70,16,5,70,50,70,10,10,40,77,Definitely yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,34,Female,White or Caucasian,Master’s Degree,Democratic Party,Slightly Liberal,Joe Biden
b41950271981cd25feddd7d467304dd8,538,0,85,90,85,90,80,100,10,15,15,10,14,15,90,98,15,90,15,95,20,20,80,77,Probably yes,Probably no,Probably no,Probably yes,Probably yes,Definitely yes,Probably yes,Probably yes,48,Male,White or Caucasian,High School Diploma,Democratic Party,Very Liberal,Joe Biden
117e7393d36f234bd9d0e919c22dd7b7,391,35,55,50,20,80,78,65,5,35,30,0,20,15,100,60,20,20,5,70,20,2,65,77,Definitely yes,Definitely yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably no,Probably yes,23,Male,Hispanic or Latinx,Some undergraduate education,Independent,Slightly Liberal,Joe Biden
769219e071139008dc1828df22c4b9f6,544,10,50,20,60,50,10,20,50,10,10,10,50,2,20,15,10,40,60,70,50,10,50,77,Probably no,Definitely no,Definitely no,Probably no,Definitely no,Probably no,Definitely yes,Probably yes,75,Female,White or Caucasian,Some undergraduate education,Republican Party,Very Conservative,Donald Trump
f5b074d62fc9e97601172cf5fa8690ca,385,20,95,90,65,95,75,70,50,10,0,0,20,40,95,75,25,95,70,85,30,40,80,75,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably no,Probably yes,Probably yes,43,Male,White or Caucasian,High School Diploma,Democratic Party,Slightly Liberal,Joe Biden
7f83e40f800c22ddee4b76f6f0217da2,573,10,5,5,75,99,5,90,80,93,1,1,95,1,95,80,1,85,50,99,7,3,8,77,Definitely yes,Probably no,Probably yes,Probably yes,Probably no,Probably no,Probably no,Probably yes,33,Female,White or Caucasian,Some undergraduate education,Independent,Slightly Liberal,Did not vote
0f0f8cf57793d304891f99925ba5cf93,534,30,65,20,60,70,60,70,35,65,45,40,20,20,70,55,20,60,30,70,30,15,45,77,Probably yes,Probably yes,Definitely yes,Probably yes,Probably no,Probably no,Probably yes,Definitely yes,30,Male,White or Caucasian,High School Diploma,Democratic Party,Slightly Liberal,Joe Biden
4a48689341a30bbcedd6fdc39b099e35,574,1,25,50,65,75,65,99,75,50,50,25,35,35,75,65,25,85,50,80,50,60,70,77,Probably yes,Probably yes,Probably yes,Probably no,Probably no,Definitely no,Probably yes,Probably yes,36,Male,White or Caucasian,Some undergraduate education,Independent,Slightly Conservative,Third party candidate
6ed2e92128277fee9ad1db80a6b3f463,585,5,50,35,60,60,25,5,40,50,15,30,60,3,12,40,8,55,25,75,25,5,5,77,Probably yes,Probably no,Definitely no,Definitely no,Definitely no,Definitely no,Probably no,Definitely yes,31,Female,White or Caucasian,Bachelor’s Degree,Republican Party,Very Conservative,Donald Trump
442c46179b3a230c14be0ab890275b25,542,15,20,20,15,15,15,75,65,80,85,85,85,17,20,25,20,15,15,25,15,15,15,77,Definitely no,Probably no,Definitely no,Probably no,Definitely no,Definitely no,Definitely no,Probably no,46,Male,White or Caucasian,Some undergraduate education,Independent,Slightly Conservative,Donald Trump
647a25a86b0f3c361ad56279262c4101,587,10,59,60,70,80,80,73,39,20,30,15,23,40,70,65,65,72,80,69,50,57,70,70,Probably yes,Definitely yes,Probably yes,Definitely yes,Probably yes,Probably no,Probably yes,Definitely yes,70,Male,Black or African American,Some undergraduate education,Democratic Party,Slightly Liberal,Joe Biden
ebd80d9b0fe8e1958a69590c667a287d,393,1,99,99,99,99,50,99,1,1,1,10,1,50,99,99,20,99,10,99,25,50,99,77,Probably yes,Definitely yes,Definitely yes,Definitely yes,Probably no,Definitely no,Probably yes,Probably yes,34,Female,White or Caucasian,Ph.D. or higher,Independent,Neither Liberal nor Conservative,Did not vote
1ffcf3ffad155acca7ef573c92f4a56e,587,10,95,65,95,90,95,90,0,5,5,10,5,65,85,75,60,100,75,90,75,75,85,77,Definitely yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,56,Female,White or Caucasian,Some graduate education,Democratic Party,Slightly Liberal,Joe Biden
27763554ef881ad58f2bd01b01bd6598,598,15,90,70,90,90,50,85,15,30,10,15,50,15,95,80,10,95,15,90,15,5,70,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Probably yes,Probably yes,49,Female,White or Caucasian,Bachelor’s Degree,Democratic Party,Very Liberal,Joe Biden
0ee5cb17abc01a5d18aac03567939685,537,15,85,65,50,75,75,87,25,30,15,5,20,45,90,99,15,90,65,95,55,35,95,77,Definitely yes,Definitely yes,Probably yes,Probably no,Probably yes,Probably no,Probably yes,Definitely no,29,Male,White or Caucasian,Bachelor’s Degree,Independent,Slightly Liberal,Did not vote
4503bbfe46f985679d18436fde36bd89,587,1,20,5,60,55,4,85,50,92,40,25,75,15,25,45,15,75,20,70,30,2,15,77,Probably yes,Definitely yes,Probably yes,Probably yes,Probably no,Definitely no,Definitely yes,Probably yes,40,Male,White or Caucasian,Bachelor’s Degree,Democratic Party,Slightly Liberal,Joe Biden
fa8be1ea407ad7f373b670d2c4fb2fdb,600,50,50,35,45,55,55,50,50,40,45,45,45,30,80,65,35,65,40,55,35,15,65,77,Definitely yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Definitely yes,48,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Did not vote
6164223501c415e4defb02d330c97c82,534,20,70,35,70,90,30,85,25,70,30,10,40,65,90,40,25,80,60,99,70,35,55,77,Definitely yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably no,Definitely yes,Probably yes,40,Male,White or Caucasian,Ph.D. or higher,Democratic Party,Very Liberal,Did not vote
9ad34295ee612215b89e4e7112723c93,595,2,50,78,68,85,48,90,50,10,10,15,5,8,78,90,10,80,8,97,15,2,80,77,Probably no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Probably no,48,Female,White or Caucasian,Bachelor’s Degree,Democratic Party,Slightly Liberal,Joe Biden
c2b713d2c82439e5e89ed9b7527a15ac,573,50,90,70,55,55,60,50,55,20,5,25,55,5,30,70,50,85,70,80,40,15,85,77,Definitely yes,Probably yes,Definitely yes,Probably yes,Probably yes,Probably yes,Definitely yes,Definitely yes,50,Female,White or Caucasian,Bachelor’s Degree,Democratic Party,Slightly Liberal,Joe Biden
c47beb6b6088462ca4958aa5b7104158,611,3,91,99,100,100,90,90,0,0,6,0,10,0,100,90,8,100,6,100,10,5,98,77,Definitely yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Probably no,Definitely yes,Probably yes,28,Female,Asian,Some undergraduate education,Democratic Party,Very Liberal,Joe Biden
40649e913f3b413ba601928e0019156e,600,5,60,50,50,50,20,95,50,50,50,50,70,40,65,50,40,50,50,70,25,20,20,77,Probably no,Probably no,Probably no,Probably no,Definitely no,Definitely no,Probably no,Probably yes,55,Male,White or Caucasian,Some undergraduate education,Republican Party,Slightly Conservative,Donald Trump
bc5d3ddbb9845514266d7db9fe1cf5b3,223,20,80,30,80,80,60,20,20,10,80,5,20,10,10,40,15,90,50,90,50,10,30,77,Definitely yes,Probably yes,Probably no,Definitely yes,Probably no,Probably no,Definitely yes,Definitely yes,27,Female,White or Caucasian,High School Diploma,Democratic Party,Very Liberal,Joe Biden
eac3cf3041090cffb6894a96c758dd40,512,10,30,18,30,20,20,30,15,17,5,3,7,20,45,12,15,35,8,20,8,18,44,77,Definitely yes,Probably yes,Probably no,Probably yes,Definitely yes,Probably yes,Definitely yes,Probably yes,36,Male,White or Caucasian,Master’s Degree,Independent,Slightly Liberal,Joe Biden
558b5d7019158f83f557cfb369f3c570,608,15,65,20,60,60,30,25,40,30,40,30,25,5,60,35,10,55,10,65,25,5,70,77,Probably yes,Probably yes,Probably yes,Probably no,Probably no,Definitely no,Probably no,Probably yes,52,Male,White or Caucasian,Master’s Degree,Republican Party,Slightly Conservative,Third party candidate
59ec464255350b43fab92a7d163593c8,144,54,75,75,65,45,45,75,43,65,75,45,75,75,54,75,75,54,45,75,75,75,34,75,Definitely yes,Probably yes,Definitely yes,Probably yes,Probably no,Definitely yes,Definitely yes,Probably yes,NA,Female,Asian,Bachelor’s Degree,Republican Party,Very Liberal,Joe Biden
56606c3033dcb33dbddf1970202d7b5a,613,0,100,100,100,100,95,100,0,0,25,10,0,100,100,100,95,100,85,100,80,95,100,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Probably yes,Definitely yes,Definitely yes,45,Female,White or Caucasian,Bachelor’s Degree,Independent,Slightly Liberal,Joe Biden
d7b39b3c27c19e4742c003bb0e54d961,629,5,90,95,99,95,85,95,10,1,1,5,5,1,95,99,10,99,75,99,80,5,85,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,51,Male,White or Caucasian,Some undergraduate education,Democratic Party,Very Liberal,Joe Biden
af1e505efb1212e41b0daa112d6f6173,646,15,60,35,60,60,30,20,40,15,15,15,25,40,30,30,30,75,30,75,30,20,10,77,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably no,Probably no,Probably no,29,Male,White or Caucasian,High School Diploma,Independent,Slightly Conservative,Donald Trump
8a4c545f5507df79bd22f0561b51c223,649,10,90,80,90,70,80,69,30,10,10,80,70,20,59,40,29,50,80,80,80,39,70,77,Definitely yes,Definitely yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,43,Male,Asian,Some undergraduate education,Republican Party,Slightly Conservative,Donald Trump
f67c4c8eb7e21a51905f450d0f233fc4,571,40,5,12,5,5,5,60,60,90,80,80,90,5,10,12,1,10,5,5,2,1,5,77,Probably yes,Probably no,Probably no,Probably yes,Probably no,Definitely no,Probably no,Probably no,55,Female,White or Caucasian,High School Diploma,Independent,Neither Liberal nor Conservative,Joe Biden
d82922508b6d59c7aa3027979745d6b1,522,50,50,80,80,75,50,50,50,20,40,25,50,50,70,80,40,80,40,75,50,50,50,75,Probably yes,Probably no,Probably no,Probably yes,Probably no,Probably no,Probably no,Probably yes,53,Male,White or Caucasian,Bachelor’s Degree,Independent,Slightly Liberal,Donald Trump
ecdf4b5de81113f723c12436aa8dc19e,344,1,72,67,95,88,60,90,41,39,20,10,51,52,90,90,39,65,42,92,60,10,75,77,Definitely yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,Probably no,Definitely yes,Definitely yes,28,Male,Multiracial or Biracial,Bachelor’s Degree,Democratic Party,Very Liberal,Joe Biden
c4abfbe8b20df7abfe0bb0c90fd1c0e2,559,1,100,100,100,100,100,100,5,10,20,0,35,95,100,100,75,100,100,100,100,25,100,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,73,Female,White or Caucasian,Some undergraduate education,Independent,Very Liberal,Joe Biden
b3bb421bcecae350f008b091546c16cc,238,0,60,80,70,80,70,60,60,40,0,20,10,60,50,70,70,90,80,80,80,60,80,77,Probably yes,Probably no,Definitely no,Probably no,Definitely no,Probably no,Definitely no,Definitely no,38,Male,White or Caucasian,Master’s Degree,Independent,Slightly Conservative,Donald Trump
d1dc0ea9ca6cba96516924132f0a2671,668,15,30,50,50,60,30,50,30,15,10,15,20,20,70,30,20,70,25,60,20,10,40,77,Definitely yes,Probably yes,Probably no,Probably yes,Probably yes,Probably no,Probably no,Definitely yes,44,Female,White or Caucasian,High School Diploma,Independent,Neither Liberal nor Conservative,Third party candidate
3a57a8ef696d6810087df88af0ca02f2,556,15,65,5,15,10,15,75,35,50,50,50,50,5,75,25,5,25,5,50,5,15,45,77,Probably yes,Probably yes,Probably no,Probably no,Probably no,Probably no,Probably no,Probably no,49,Female,White or Caucasian,Bachelor’s Degree,Republican Party,Slightly Conservative,Donald Trump
97b8a2669bd139915d792d089261ab9f,705,35,1,3,30,50,50,80,50,40,30,50,45,1,20,10,1,30,30,30,30,1,50,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,37,Male,Black or African American,High School Diploma,Democratic Party,Slightly Liberal,Joe Biden
902eab284065bfdaabadf796b7fb659e,428,10,40,20,60,60,30,85,50,40,10,10,70,5,50,60,15,70,10,70,15,5,20,70,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably no,Probably yes,Probably no,29,Male,White or Caucasian,Bachelor’s Degree,Democratic Party,Slightly Liberal,Joe Biden
1e82e6d5823fd580418bfca90e593fbe,681,1,50,2,25,25,10,100,50,80,75,75,90,5,80,20,10,40,10,25,25,5,10,77,Probably no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,32,Male,White or Caucasian,Bachelor’s Degree,Independent,Slightly Conservative,Donald Trump
e349f9f9781f6e9d8a5c747f390bc4ac,221,26,16,27,36,14,43,15,33,14,21,26,21,25,42,11,34,34,43,26,23,15,45,31,Probably yes,Probably yes,Definitely yes,Probably yes,Probably no,Probably no,Probably yes,Definitely no,43,Male,Hispanic or Latinx,Bachelor’s Degree,Democratic Party,Very Conservative,Joe Biden
dee99af757bfeabfc7d5ba8c94c95a50,415,15,55,50,75,90,85,70,15,10,30,5,45,3,90,80,60,85,60,85,70,60,90,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Probably yes,Probably yes,26,Female,White or Caucasian,Some undergraduate education,Independent,Very Liberal,Joe Biden
4beaf8537aecf9e331d802a38f237a56,687,0,60,100,100,80,100,100,50,0,0,0,50,10,80,100,100,100,20,100,20,10,80,77,Definitely yes,Definitely yes,Probably yes,Probably no,Probably yes,Probably no,Definitely yes,Probably yes,75,Female,A race/ethnicity not listed here,Ph.D. or higher,Independent,Very Liberal,Joe Biden
6047c830d282d1fce19fcbb2362f0c5a,682,5,80,60,90,80,20,80,20,15,10,10,20,10,85,75,15,90,50,95,25,10,80,77,Probably yes,Probably yes,Probably yes,Probably yes,Probably no,Probably no,Probably no,Probably no,36,Male,White or Caucasian,Some undergraduate education,Democratic Party,Very Liberal,Joe Biden
f514db212b5ad77404b2ddb43bae1cce,685,10,75,60,90,55,65,100,80,15,10,15,35,15,95,65,60,75,55,85,55,30,75,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Probably no,Definitely yes,Definitely yes,47,Male,White or Caucasian,Ph.D. or higher,Independent,Neither Liberal nor Conservative,Joe Biden
44108babc0794b76bf954670eca66797,311,5,25,20,20,20,10,80,80,30,75,80,80,10,50,75,5,50,15,40,20,0,20,77,Definitely no,Probably yes,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Probably no,39,Male,White or Caucasian,Bachelor’s Degree,Republican Party,Slightly Conservative,Donald Trump
7ce977ba27d518eef15478690a8bba7c,477,15,19,16,16,15,15,15,12,16,14,15,17,16,15,16,14,11,15,17,17,16,15,77,Probably no,Definitely yes,Probably yes,Probably yes,Definitely yes,Probably yes,Probably yes,Definitely yes,31,Male,White or Caucasian,Bachelor’s Degree,Democratic Party,Slightly Conservative,Joe Biden
2087a9108a1ea0a0ffcb2d88d0d15069,414,10,95,87,80,90,70,98,10,36,35,5,38,46,95,65,40,99,42,98,89,15,88,77,Definitely yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Probably yes,Probably yes,Probably yes,30,Female,Black or African American,Some undergraduate education,Democratic Party,Very Liberal,Joe Biden
3d361dcda58a848a3fceb2a596cc19a9,728,1,20,10,10,15,10,99,80,90,95,95,95,3,20,15,1,10,5,15,3,1,10,77,Probably yes,Definitely no,Probably no,Probably no,Probably no,Definitely no,Probably yes,Probably yes,38,Male,White or Caucasian,Bachelor’s Degree,Independent,Slightly Liberal,Did not vote
66870f255158282260920653eacc0fd3,757,5,90,75,75,100,50,15,20,20,10,0,5,15,90,85,15,90,60,100,25,20,50,77,Definitely yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably no,Definitely yes,Definitely yes,49,Female,White or Caucasian,Master’s Degree,Democratic Party,Slightly Liberal,Joe Biden
5e2b5896bb93f1da4d3ca894c73a3484,492,10,90,90,90,80,90,95,5,10,10,10,15,90,95,90,5,95,20,90,50,20,95,77,Definitely yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,42,Female,White or Caucasian,Bachelor’s Degree,Democratic Party,Very Liberal,Did not vote
2921ff1366e8746bba33a1f639774efb,510,35,40,35,65,60,25,40,50,65,30,35,50,45,65,65,20,70,40,70,35,10,15,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Probably no,Definitely yes,Probably yes,54,Female,White or Caucasian,Bachelor’s Degree,Democratic Party,Slightly Liberal,Joe Biden
dcd672f103922900fcd639af44463789,563,3,50,2,1,2,50,90,50,90,85,50,50,50,1,2,1,2,1,5,1,50,50,77,Probably yes,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,35,Male,White or Caucasian,High School Diploma,Independent,Very Conservative,Donald Trump
10f6329073f98c721f02f648134ee1fc,450,10,80,60,70,70,70,70,10,20,20,30,40,60,90,80,70,80,30,85,20,30,70,77,Definitely yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably no,Probably yes,Probably yes,44,Male,Multiracial or Biracial,Bachelor’s Degree,Independent,Slightly Liberal,Joe Biden
2b48a5a3d768a60fe0732d810fe1d480,587,15,66,44,40,70,70,90,10,20,60,70,20,4,25,86,30,78,13,79,25,5,15,77,Definitely yes,Definitely yes,Definitely yes,Definitely no,Probably yes,Definitely no,Definitely no,Definitely no,36,Female,White or Caucasian,Some undergraduate education,Republican Party,Slightly Conservative,Donald Trump
49e7faaf8ada58c3426c20799f1e9392,759,5,100,100,95,90,100,90,40,10,5,3,2,70,85,100,40,95,30,100,25,80,100,77,Definitely yes,Probably yes,Probably yes,Definitely yes,Definitely yes,Probably no,Definitely yes,Definitely yes,56,Female,White or Caucasian,High School Diploma,Democratic Party,Slightly Liberal,Joe Biden
920f28d3a8d8d2f9d2cff7655f659b1f,485,15,60,45,75,65,35,75,25,55,25,25,65,35,45,45,15,75,50,80,40,20,45,77,Definitely yes,Probably yes,Definitely yes,Probably yes,Definitely yes,Probably yes,Definitely yes,Probably yes,56,Male,White or Caucasian,Some undergraduate education,Democratic Party,Very Liberal,Joe Biden
cb5a8a85bf80b49e8ead1a53ff446769,323,5,66,50,55,40,25,66,20,10,10,12,10,10,70,60,30,78,35,80,20,10,55,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,41,Female,White or Caucasian,Bachelor’s Degree,Democratic Party,Very Liberal,Joe Biden
f46243b7dad41efdd0129493cc2dc9de,699,0,55,25,95,99,25,85,15,65,15,5,75,65,10,90,5,95,70,95,15,5,35,77,Definitely yes,Definitely no,Probably yes,Probably no,Probably yes,Definitely no,Definitely no,Probably no,34,Male,White or Caucasian,Other,Democratic Party,Slightly Liberal,Joe Biden
ef8b0b2e3b2b8cecf3b74dc07026a72d,655,20,95,85,95,95,90,90,10,30,95,5,15,75,95,95,25,95,40,95,40,70,95,77,Probably yes,Probably yes,Probably no,Definitely no,Probably no,Definitely no,Probably no,Probably yes,36,Female,White or Caucasian,Bachelor’s Degree,Democratic Party,Slightly Liberal,Joe Biden
d7cc8ffca22dfd7761e80299e4a7cd84,486,10,70,70,70,70,70,70,10,20,30,30,30,10,70,70,25,70,25,70,10,25,70,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,45,Female,White or Caucasian,High School Diploma,Democratic Party,Very Liberal,Joe Biden
0e3940a7c97fda54f5185378109adf1a,769,67,62,39,40,48,38,52,47,35,22,25,75,5,85,76,27,83,42,87,12,7,70,77,Definitely yes,Definitely yes,Probably yes,Definitely yes,Probably yes,Probably yes,Definitely yes,Definitely yes,29,Male,Asian,Bachelor’s Degree,Democratic Party,Very Liberal,Joe Biden
faf65ce3e98f9af4b51aa75bce5167b7,680,10,55,25,55,55,25,60,45,60,40,45,75,20,45,25,20,65,30,65,35,20,25,77,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,57,Female,White or Caucasian,High School Diploma,Republican Party,Slightly Conservative,Donald Trump
ea8504deded0bcb70ed5120ff5b3fd61,451,20,5,0,0,0,0,10,90,100,100,0,100,0,0,0,0,0,0,0,0,0,0,77,Definitely no,Definitely no,Definitely no,Definitely no,Probably no,Definitely no,Definitely no,Definitely no,41,Male,Asian,Bachelor’s Degree,Republican Party,Slightly Conservative,Donald Trump
0a367dc8773c5a1b082b5782cb418019,819,50,20,20,20,20,20,50,90,80,80,20,80,50,50,20,20,20,20,30,80,50,50,77,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,27,Male,White or Caucasian,High School Diploma,Republican Party,Very Conservative,Donald Trump
7a7a84906a4f3ccfcc6645c1ab8218c1,292,25,70,50,80,80,50,85,25,50,20,20,50,40,80,80,50,90,20,90,20,20,70,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Probably yes,Definitely yes,Definitely yes,37,Male,Hispanic or Latinx,Bachelor’s Degree,Democratic Party,Very Liberal,Joe Biden
bdc75e689c7fbbe686fde4353e8ddc03,397,10,100,90,90,100,90,10,10,10,10,0,10,30,5,100,80,90,10,100,10,10,10,77,Definitely yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Definitely yes,Probably yes,28,Male,White or Caucasian,High School Diploma,Independent,Neither Liberal nor Conservative,Did not vote
8ac7df0093082518351b555cafa6860e,694,10,80,40,60,60,5,90,70,30,5,10,10,10,90,20,30,60,30,60,30,5,10,77,Definitely yes,Probably yes,Probably no,Probably yes,Probably yes,Probably yes,Definitely no,Probably yes,39,Male,Asian,Bachelor’s Degree,Republican Party,Slightly Conservative,Did not vote
3738e8855b6733e5e01c4a8ef7df0597,556,50,80,50,70,80,50,90,20,20,30,20,50,80,80,25,60,70,70,80,60,50,50,77,Probably yes,Definitely no,Probably no,Probably no,Probably no,Probably no,Definitely no,Probably yes,28,Female,White or Caucasian,High School Diploma,Democratic Party,Slightly Liberal,Did not vote
71afd6b61cdf65619f9878f303acbc13,556,5,50,50,75,60,50,15,20,15,5,5,50,15,5,60,10,60,10,75,20,20,25,77,Definitely yes,Probably yes,Probably yes,Definitely yes,Probably yes,Probably yes,Definitely yes,Definitely yes,60,Female,White or Caucasian,Some undergraduate education,Democratic Party,Slightly Liberal,Joe Biden
494259b644dc702c22cdb0071504cdae,333,2,80,10,95,95,80,95,5,20,10,10,25,15,90,95,50,95,75,98,60,5,80,77,Definitely yes,Probably yes,Probably yes,Probably yes,Probably no,Probably no,Definitely yes,Definitely yes,37,Male,White or Caucasian,Bachelor’s Degree,Democratic Party,Very Liberal,Joe Biden
5d9521ae6d2bd4fa0a3ec43c4a998375,846,10,70,20,40,60,40,60,80,70,25,25,50,65,95,30,15,70,20,75,15,40,60,77,Definitely yes,Probably yes,Probably yes,Probably yes,Definitely yes,Probably no,Probably yes,Probably yes,40,Male,White or Caucasian,Bachelor’s Degree,Democratic Party,Slightly Liberal,Joe Biden
6e507db98018495fc73e96eb61a93b22,408,30,60,70,70,70,70,60,25,30,40,30,20,25,80,80,30,70,50,80,30,40,80,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,25,Male,Asian,Bachelor’s Degree,Democratic Party,Very Liberal,Joe Biden
512d7ac15025da6e26f550b21c078214,701,40,30,20,25,15,60,20,25,25,20,30,20,25,25,25,30,50,15,25,15,24,25,77,Probably no,Probably yes,Definitely yes,Probably yes,Probably no,Probably yes,Probably yes,Probably no,30,Male,White or Caucasian,Bachelor’s Degree,Democratic Party,Slightly Conservative,Joe Biden
1aeeee9fa04b9e0e547b3cea9dbcb99a,489,15,90,50,80,90,90,90,20,50,30,30,20,5,90,50,10,90,50,95,20,5,100,77,Definitely yes,Probably yes,Probably no,Probably no,Probably no,Probably no,Probably no,Definitely no,26,Male,Black or African American,High School Diploma,Democratic Party,Very Liberal,Did not vote
39d5907f708979079eb5b1b7dc2b5e83,531,2,48,47,62,46,35,66,49,34,27,5,43,23,44,33,21,56,34,67,25,12,44,77,Definitely yes,Probably yes,Probably no,Probably yes,Probably no,Definitely no,Probably yes,Probably yes,52,Male,White or Caucasian,Some undergraduate education,Independent,Neither Liberal nor Conservative,Joe Biden
ad7f56f902925af1063d235d892bf803,444,45,75,90,60,90,89,65,3,5,12,1,3,10,99,90,30,87,40,89,5,5,85,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,56,Female,White or Caucasian,Bachelor’s Degree,Democratic Party,Very Liberal,Joe Biden
05c51285b09619de0c766a9cfd11df6d,829,0,70,0,60,55,25,80,55,5,30,45,35,0,45,10,0,95,25,70,45,15,60,77,Definitely yes,Probably no,Probably no,Definitely no,Definitely no,Definitely no,Definitely no,Probably no,34,Male,White or Caucasian,High School Diploma,Republican Party,Slightly Conservative,Donald Trump
b66844d1b7f70c3ce9c35baa37758883,431,10,60,60,50,70,40,80,30,20,50,35,60,15,70,80,25,65,25,70,20,10,30,77,Probably yes,Probably yes,Probably no,Probably yes,Probably no,Probably no,Probably no,Probably yes,32,Male,White or Caucasian,Some undergraduate education,Democratic Party,Very Liberal,Did not vote
df674af0b67732aa2190e265c482d120,475,40,30,1,7,15,10,60,60,97,60,85,85,20,40,3,1,20,5,35,5,12,20,77,Definitely no,Probably no,Definitely no,Probably no,Definitely no,Definitely no,Probably no,Probably no,53,Female,White or Caucasian,Some undergraduate education,Republican Party,Slightly Conservative,Did not vote
bb0d59c193803b0654c55e63b675b9ac,917,15,45,35,15,45,75,10,25,18,16,15,25,32,38,35,10,38,38,45,16,18,15,77,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,38,Female,White or Caucasian,Some undergraduate education,Independent,Neither Liberal nor Conservative,Donald Trump
72fbdf5b1918710bdf06fff7007bcdbb,375,20,15,30,20,10,2,2,10,40,40,10,5,45,10,40,4,3,15,20,30,15,10,77,Probably yes,Definitely yes,Probably no,Probably no,Definitely yes,Definitely yes,Probably no,Probably yes,31,Female,Black or African American,Master’s Degree,Democratic Party,Very Conservative,Joe Biden
